ambient_temp,speed,motor_workload,route,time_step,cooling_method
49.436070312022274,23.195371041174834,0.1517149765826038,coastal,0,Air cooling
46.63591626137738,6.876894841800527,0.8573537849472417,urban,1,Liquid cooling
34.950405527100514,52.353828477657686,0.27379893235315966,urban,2,Air cooling
11.279941360487257,77.0421242390426,0.9714763508805442,urban,3,Air cooling
36.2167544601804,28.37563483340984,0.7836498173168339,hilly,4,Air cooling
37.182359608667184,22.7963174840708,0.15907265354286404,hilly,5,Air cooling
20.511448034772638,61.52438514581738,0.8542644154475499,urban,6,Air cooling
46.077449022851326,48.48421647699725,0.5840264737769135,highway,7,Air cooling
12.202846770871352,79.26707075271499,0.5914111506728323,urban,8,Air cooling
26.094153660152955,91.89110555552446,0.75015542652653,hilly,9,Air cooling
24.327520298869988,115.50170390451366,0.9404504530350397,urban,10,Air cooling
48.62391695240801,97.27726144091102,0.11808761312732907,hilly,11,Liquid cooling
30.020823059458554,86.22173632277158,0.2909680843211795,coastal,12,Fan cooling
46.253493169341084,10.368621498506197,0.4996048292684554,coastal,13,Air cooling
15.519213029337102,3.998683063886812,0.5307559500982761,highway,14,Air cooling
31.07258218923701,78.1532481485365,0.40621445985817006,hilly,15,Air cooling
16.72880008032339,97.43945390988247,0.12356592517020959,hilly,16,Air cooling
47.15005172563301,55.2564429657201,0.1143339109981868,hilly,17,Liquid cooling
23.526908129647296,25.073626923151554,0.4499310549883452,highway,18,Air cooling
20.05073858892213,69.34323237716985,0.06334673156224113,coastal,19,Air cooling
18.226849016651947,69.18238816753963,0.0529123266366186,highway,20,Air cooling
49.76273734757982,23.92228782216312,0.00829248568263441,coastal,21,Air cooling
37.8603228059012,14.793931562599916,0.7069513148249069,highway,22,Air cooling
44.577249879421444,47.68950048294229,0.2850764123088798,urban,23,Liquid cooling
24.540715037172582,31.44477020112933,0.4447560822348666,hilly,24,Air cooling
48.70186751643404,61.33611976297584,0.5023648753034046,hilly,25,Liquid cooling
44.26320173801683,31.09885355746435,0.8595964579562461,highway,26,Air cooling
15.65638911613647,40.493471613838246,0.18202620052537943,coastal,27,Air cooling
34.01636655548706,117.91459194867087,0.37770345990733156,coastal,28,Fan cooling
21.997569056532388,29.552458438993057,0.8049755202086869,coastal,29,Air cooling
20.05395786245633,10.561451353347433,0.8308173384280565,hilly,30,Air cooling
24.84934777886654,17.89047085301614,0.48063422284464374,hilly,31,Air cooling
24.470815606631664,104.12074827729387,0.6406211411288606,highway,32,Air cooling
12.812206120486227,89.21576087062081,0.5974508814068327,urban,33,Air cooling
19.716045444131467,25.213977622354726,0.20881822320978316,highway,34,Air cooling
36.609292748242574,97.98998100727344,0.2559295833215651,coastal,35,Fan cooling
29.07398662708664,27.73729239210396,0.09433141905430187,urban,36,Air cooling
44.67943199494655,65.29632578000583,0.6729817879103701,hilly,37,Liquid cooling
40.48649429176545,59.50117195567894,0.8240785579326826,coastal,38,Air cooling
26.99388857770313,22.18941050441048,0.03754734644861346,highway,39,Air cooling
14.768519716466496,69.93824691407187,0.5914586605669937,hilly,40,Air cooling
20.727217687441794,79.84432124454084,0.8697262841934644,highway,41,Air cooling
26.699351678174356,96.85032812927854,0.9579200197498147,hilly,42,Air cooling
36.633886496734405,3.737084140802547,0.07839684828678095,hilly,43,Air cooling
30.345136583474634,108.25583845965022,0.24221487341406045,coastal,44,Fan cooling
37.79662162207015,44.587521490658844,0.33676623167252995,coastal,45,Air cooling
48.753158965545374,71.24109724302777,0.7761435803570771,highway,46,Air cooling
39.99608962410729,93.22862260722829,0.6233825480658681,highway,47,Fan cooling
42.98217045548947,40.196693901051425,0.04061272150793804,hilly,48,Liquid cooling
18.528098798932863,70.7460685050519,0.6885748727591643,hilly,49,Air cooling
31.345457351283148,20.445633280362397,0.7791159972533929,coastal,50,Air cooling
26.490546164910867,44.26738744385847,0.7238201058142798,highway,51,Air cooling
14.032346557304987,59.46826099024322,0.8449332572261493,highway,52,Air cooling
12.582891876144808,33.25090694147933,0.8062546145687166,coastal,53,Air cooling
37.77664919887997,85.89304467255093,0.5418593972266281,highway,54,Fan cooling
14.115890960817206,23.434676164184125,0.44345839143833377,urban,55,Air cooling
13.525447523853718,101.58800491841451,0.5280887611293127,highway,56,Air cooling
33.06529768518379,72.84383877583548,0.36154615288640823,urban,57,Air cooling
29.566898964651237,99.18407577802323,0.49829031749703123,hilly,58,Air cooling
48.85360120952932,95.27767877000187,0.1155208429325768,urban,59,Liquid cooling
29.167512550197085,44.34165748320679,0.4986830439187322,hilly,60,Air cooling
28.1555641540525,66.36804366115942,0.9081617244225624,hilly,61,Air cooling
41.96092308793179,56.36457294050964,0.11811886454457665,hilly,62,Liquid cooling
34.3914459000407,38.43783021329176,0.8044232452348228,urban,63,Air cooling
40.73499632592231,60.230095804197965,0.32770309323968905,hilly,64,Liquid cooling
43.78374297952897,5.841288960001729,0.5898602036055607,urban,65,Liquid cooling
41.44383886918156,8.557699791550277,0.1827585789924593,urban,66,Liquid cooling
33.93904630322821,66.43731429753115,0.06946132654809911,urban,67,Air cooling
21.213981453150787,1.0948343782794945,0.4868500402118593,coastal,68,Air cooling
47.98685902383617,45.23117816976238,0.7900115488868863,hilly,69,Liquid cooling
26.99313388930176,2.937920552498139,0.35781564382511544,urban,70,Air cooling
10.80904293217753,59.31376210222582,0.8258042854733304,hilly,71,Air cooling
11.709555306548442,5.322965277361362,0.6020155038540034,hilly,72,Air cooling
46.07891050624659,86.25091433410742,0.20740256950952096,urban,73,Liquid cooling
37.20489335066875,80.69993531480482,0.37022643432360314,highway,74,Fan cooling
26.866207350892985,70.27404529589809,0.7264766017384106,coastal,75,Air cooling
34.31642440501338,10.644766528779437,0.5552132486292288,urban,76,Air cooling
46.8371422949945,69.78262382230284,0.5041956115456003,hilly,77,Liquid cooling
32.19728908552967,92.15119516008532,0.6829206957363547,highway,78,Fan cooling
48.64448844168329,60.726414821167204,0.48144634020194144,urban,79,Liquid cooling
33.737434274979734,31.057556489104886,0.881297113191509,urban,80,Air cooling
30.11138122974107,98.91666046722905,0.5556762173391628,hilly,81,Fan cooling
16.225254152156253,12.938290070928131,0.10904752945351526,urban,82,Air cooling
21.858851514505943,8.207668123327604,0.35079021899668605,hilly,83,Air cooling
20.03424961606378,92.13879553807787,0.1049381903429949,highway,84,Air cooling
33.594638333087566,57.51837113598735,0.018264814392399575,coastal,85,Air cooling
11.993127043009197,75.35034764345254,0.6264846339143345,highway,86,Air cooling
41.02614724435456,37.278503185627216,0.9821265710438342,coastal,87,Air cooling
24.198462678744388,114.74346020369205,0.5858965580634564,urban,88,Air cooling
